Num_Sujet;Stimulus;Pays;Classe;Description;Mot1;Poids1;Mot2;Poids2;Mot3;Poids3;Mot4;Poids4;Mot5;Poids5;Mot6;Poids6;Mot7;Poids7;Mot8;Poids8;Mot9;Poids9;Mot10;Poids10
3;352;Brésil;Equilibré;Trop_protéines Trop_féculents Pas_assez_fruits Assez_légumes;Assez_légumes;0,151991866;Pas_assez_fruits;-0,078598;Trop_féculents;0,036978878;Trop_protéines;-0,030177521;;;;;;;;;;;;
3;421;France;PasEquilibré;Pas_assez_féculents Trop_fruits Trop_sucré Assez_légumes Viande_rouge Trop_gras Trop_protéines Assez_produits_laitiers;Trop_protéines;-0,115210168;Trop_sucré;-0,070041306;Viande_rouge;-0,052086399;Assez_produits_laitiers;0,044195293;Pas_assez_féculents;-0,043896423;Trop_gras;-0,03380732;Trop_fruits;-0,031117452;Assez_légumes;0,026667384;;;;
3;489;Corée;Equilibré ;Assez_légumes Assez_féculents Pas_assez_fruits Pas_assez_produits_laitiers Assez_protéines;Pas_assez_fruits;-0,252950181;Pas_assez_produits_laitiers;-0,095670918;Assez_féculents;0,071143197;Assez_protéines;0,06299108;Assez_légumes;0,021518931;;;;;;;;;;
3;672;Finlande;PresqueEquilibré;Pas_assez_protéines Trop_légumes Assez_féculents Pas_assez_fruits Trop_sucré Produits_transformés;Produits_transformés;-0,140350917;Trop_sucré;-0,105003467;Pas_assez_fruits;0,077306134;Assez_féculents;0,050842278;Pas_assez_protéines;-0,030722394;Trop_légumes;-0,009571793;;;;;;;;
3;756;Espagne;Equilibré;Trop_féculents Assez_légumes Pas_assez_protéines Pas_assez_fruits;Assez_légumes;0,172761949;Trop_féculents;0,067204234;Pas_assez_fruits;-0,038256934;Pas_assez_protéines;-0,000822968;;;;;;;;;;;;
3;980;Grèce;Equilibré;Pas_assez_protéines Assez_féculents Assez_fruits Pas_assez_légumes Assez_produits_laitiers;Pas_assez_protéines;-0,170216523;Assez_produits_laitiers;0,165169039;Assez_féculents;-0,063046723;Pas_assez_légumes;0,031199337;Assez_fruits;-0,008040275;;;;;;;;;;
4;156;Ukraine;Equilibré;Assez_légumes Assez_féculents Trop_protéines Assez_fruits Pas_assez_produits_laitiers;Assez_féculents;-0,122998142;Trop_protéines;-0,096266902;Assez_légumes;0,039482762;Assez_fruits;-0,017331744;Pas_assez_produits_laitiers;0,011257486;;;;;;;;;;
4;238;Italie;PasEquilibré;Trop_féculents Assez_protéines Trop_fruits Pas_assez_légumes Pas_assez_produits_laitiers Trop_friture;Pas_assez_légumes;-0,103515718;Trop_fruits;-0,083354794;Assez_protéines;0,079685823;Trop_friture;-0,046847227;Trop_féculents;-0,006270642;Pas_assez_produits_laitiers;0,004541996;;;;;;;;
4;327;USA;PresqueEquilibré;Trop_sucré Assez_fruits Trop_protéines Assez_légumes Assez_féculents;Trop_sucré;-0,148872163;Assez_fruits;0,059634744;Trop_protéines;-0,05544395;Assez_féculents;-0,048929419;Assez_légumes;0,036365022;;;;;;;;;;
4;352;Brésil;PasEquilibré;Trop_friture Pas_assez_produits_laitiers Trop_féculents Assez_protéines Assez_fruits Assez_légumes;Assez_protéines;0,164392493;Trop_friture;-0,119040663;Assez_légumes;0,052966303;Assez_fruits;0,028680983;Trop_féculents;0,022385322;Pas_assez_produits_laitiers;-0,017555237;;;;;;;;
4;421;France;PresqueEquilibré;Trop_fruits Assez_protéines Assez_légumes Assez_féculents Assez_produits_laitiers;Assez_protéines;0,187300733;Trop_fruits;-0,112079146;Assez_produits_laitiers;0,091799479;Assez_légumes;0,040334469;Assez_féculents;0,030864337;;;;;;;;;;
4;489;Corée;PasEquilibré;Pas_assez_protéines Trop_légumes Pas_assez_sucré Assez_féculents Pas_assez_fruits Trop_fibres;Assez_féculents;0,044081443;Trop_légumes;-0,043727146;Pas_assez_fruits;0,0179515;Pas_assez_protéines;0,01756081;Trop_fibres;0,014467803;Pas_assez_sucré;0,003381205;;;;;;;;
4;672;Finlande;PasEquilibré;Trop_féculents Assez_légumes Assez_fruits Assez_protéines;Assez_légumes;0,125113789;Assez_fruits;-0,115474882;Trop_féculents;-0,114864142;Assez_protéines;-0,004342302;;;;;;;;;;;;
4;756;Espagne;Equilibré;Assez_légumes Assez_fruits Trop_féculents Assez_protéines;Assez_protéines;0,133821509;Trop_féculents;0,098432723;Assez_légumes;0,080665418;Assez_fruits;0,02162727;;;;;;;;;;;;
4;980;Grèce;Equilibré;Trop_féculents Trop_fruits Assez_légumes Assez_protéines;Trop_fruits;-0,182133019;Assez_protéines;0,07989131;Assez_légumes;0,049028997;Trop_féculents;-0,04148439;;;;;;;;;;;;
5;156;Ukraine;Equilibré;Assez_protéines Assez_féculents Pas_assez_légumes Pas_assez_fruits;Pas_assez_légumes;-0,219810727;Assez_féculents;0,186257239;Pas_assez_fruits;-0,153826111;Assez_protéines;0,047504282;;;;;;;;;;;;
5;238;Italie;Equilibré;Assez_légumes Trop_féculents Assez_protéines Assez_fruits;Assez_légumes;0,156432362;Assez_protéines;0,143567955;Assez_fruits;0,054940499;Trop_féculents;-7,42E-05;;;;;;;;;;;;
5;327;USA;PresqueEquilibré;Trop_gras Trop_sucré Pas_assez_légumes Assez_fruits Assez_féculents Assez_protéines Pas_assez_quantité;Trop_sucré;-0,149966014;Pas_assez_légumes;-0,094329036;Assez_protéines;0,077856036;Assez_fruits;0,062748887;Trop_gras;-0,05864853;Assez_féculents;-0,041303024;Pas_assez_quantité;-0,013628037;;;;;;
5;352;Brésil;Equilibré;Assez_fruits Pas_assez_légumes Trop_féculents Assez_protéines;Assez_fruits;0,246363519;Pas_assez_légumes;-0,120580283;Assez_protéines;0,110625344;Trop_féculents;-0,059947452;;;;;;;;;;;;
5;421;France;Equilibré;Assez_légumes Pas_assez_féculents Trop_fruits Assez_protéines Assez_produits_laitiers;Pas_assez_féculents;-0,362080293;Assez_produits_laitiers;0,04746647;Assez_légumes;-0,025591738;Trop_fruits;-0,023532559;Assez_protéines;0,009548131;;;;;;;;;;
5;489;Corée;Equilibré ;Assez_légumes Assez_féculents Assez_protéines Assez_fruits;Assez_protéines;0,277685204;Assez_légumes;0,118016696;Assez_féculents;0,032858921;Assez_fruits;0,003582661;;;;;;;;;;;;
5;672;Finlande;Equilibré;Assez_légumes Trop_féculents Pas_assez_protéines Assez_fruits;Assez_légumes;0,149970171;Trop_féculents;0,071108718;Pas_assez_protéines;0,009757728;Assez_fruits;0,001784931;;;;;;;;;;;;
5;756;Espagne;Equilibré;Assez_fruits Trop_féculents Assez_protéines Pas_assez_légumes;Pas_assez_légumes;-0,226147366;Assez_fruits;0,167838539;Trop_féculents;0,044622324;Assez_protéines;-0,016210502;;;;;;;;;;;;
5;980;Grèce;Equilibré;Assez_fruits Assez_produits_laitiers Assez_protéines Trop_féculents Pas_assez_légumes;Assez_produits_laitiers;0,152712872;Pas_assez_légumes;-0,127185326;Assez_fruits;0,117783726;Trop_féculents;0,074752213;Assez_protéines;0,019867712;;;;;;;;;;
6;156;Ukraine;PasEquilibré;Trop_gras Mauvaises_protéines Pas_assez_légumes Produits_transformés Assez_fruits Assez_féculents Assez_protéines;Produits_transformés;-0,180844929;Pas_assez_légumes;-0,120948912;Trop_gras;-0,090531161;Assez_protéines;0,05057343;Assez_fruits;0,011058758;Assez_féculents;0,009334305;Mauvaises_protéines;-0,004748647;;;;;;
6;238;Italie;Equilibré;Assez_légumes Assez_fruits Produits_non_transformés Assez_féculents Assez_protéines;Produits_non_transformés;0,094131523;Assez_protéines;0,080237849;Assez_légumes;0,060528298;Assez_fruits;-0,051224051;Assez_féculents;0,048170787;;;;;;;;;;
6;327;USA;PasEquilibré;Produits_transformés Pas_assez_légumes Trop_féculents Assez_protéines Pas_assez_fruits;Produits_transformés;-0,161798301;Assez_protéines;0,116293272;Pas_assez_légumes;-0,088432006;Pas_assez_fruits;-0,080538667;Trop_féculents;-0,003417399;;;;;;;;;;
6;352;Brésil;PresqueEquilibré;Trop_friture Assez_féculents Assez_protéines Assez_légumes Assez_fruits;Assez_protéines;0,16126847;Assez_féculents;0,153550701;Trop_friture;-0,105322048;Assez_légumes;0,08183528;Assez_fruits;0,062651909;;;;;;;;;;
6;421;France;PresqueEquilibré;Trop_produits_laitiers Pas_assez_féculents Assez_protéines Assez_fruits Assez_légumes;Pas_assez_féculents;-0,281491922;Trop_produits_laitiers;-0,062346388;Assez_fruits;0,059524884;Assez_protéines;0,058548025;Assez_légumes;0,011692375;;;;;;;;;;
6;489;Corée;Equilibré ;Protéines_végétales Assez_protéines Assez_légumes Assez_fruits Assez_féculents;Assez_protéines;0,10735528;Assez_fruits;0,069838044;Assez_légumes;0,063303229;Assez_féculents;0,014044095;Protéines_végétales;0,001351941;;;;;;;;;;
6;672;Finlande;PresqueEquilibré;Pas_assez_protéines Assez_fruits Assez_légumes Assez_féculents;Assez_légumes;0,174055368;Pas_assez_protéines;-0,112689863;Assez_féculents;0,078151115;Assez_fruits;0,029249056;;;;;;;;;;;;
6;756;Espagne;Equilibré;Assez_légumes Assez_protéines Assez_féculents Assez_fruits;Assez_protéines;0,226306839;Assez_légumes;0,147072174;Assez_féculents;-0,022719552;Assez_fruits;-0,015067131;;;;;;;;;;;;
6;980;Grèce;Equilibré;Assez_fruits Assez_légumes Assez_produits_laitiers Assez_féculents Assez_protéines;Assez_protéines;0,152213653;Assez_féculents;0,118538298;Assez_légumes;0,097076393;Assez_fruits;0,081584824;Assez_produits_laitiers;0,015266323;;;;;;;;;;
7;156;Ukraine;PresqueEquilibré;Pas_assez_légumes Trop_gras Assez_protéines Trop_féculents Pas_assez_fruits Pas_sucré;Assez_protéines;0,16803184;Pas_assez_fruits;-0,145865396;Trop_gras;-0,140024184;Trop_féculents;0,109433286;Pas_assez_légumes;-0,09859172;Pas_sucré;0,005207952;;;;;;;;
7;238;Italie;PresqueEquilibré;Assez_protéines Assez_féculents Assez_fruits Assez_légumes;Assez_protéines;0,174574436;Assez_légumes;0,088879705;Assez_fruits;0,088139744;Assez_féculents;0,069016306;;;;;;;;;;;;
7;327;USA;PasEquilibré;Pas_assez_légumes Produits_transformés Assez_protéines Trop_gras Assez_féculents Pas_assez_fruits_frais Trop_sucré;Produits_transformés;-0,222161901;Trop_sucré;-0,129701101;Pas_assez_légumes;-0,082396731;Assez_protéines;0,058823683;Trop_gras;-0,047045756;Assez_féculents;0,027510193;Pas_assez_fruits_frais;0,00944861;;;;;;
7;352;Brésil;Equilibré;Assez_légumes Assez_féculents Assez_protéines Pas_assez_fruits;Assez_légumes;0,246835051;Assez_protéines;0,233592045;Pas_assez_fruits;-0,089281402;Assez_féculents;0,047917171;;;;;;;;;;;;
7;421;France;PresqueEquilibré;Trop_fruits Assez_légumes Pas_assez_féculents Trop_protéines Trop_produits_laitiers;Pas_assez_féculents;-0,259193149;Trop_fruits;-0,123177001;Trop_protéines;-0,071496237;Assez_légumes;0,035098078;Trop_produits_laitiers;0,012852294;;;;;;;;;;
7;489;Corée;Equilibré ;Assez_légumes Assez_féculents Assez_protéines Assez_fruits;Assez_protéines;0,263825879;Assez_légumes;0,093973002;Assez_féculents;-0,040452412;Assez_fruits;-0,013051516;;;;;;;;;;;;
7;672;Finlande;PresqueEquilibré;Pas_assez_protéines Assez_légumes Trop_féculents Pas_assez_fruits;Assez_légumes;0,163401712;Pas_assez_fruits;-0,139215009;Trop_féculents;-0,064096958;Pas_assez_protéines;0,034732901;;;;;;;;;;;;
7;756;Espagne;Equilibré;Assez_légumes Pas_assez_protéines Assez_féculents Pas_assez_fruits;Assez_légumes;0,178539943;Pas_assez_protéines;0,024007892;Assez_féculents;-0,015343093;Pas_assez_fruits;-0,01315253;;;;;;;;;;;;
7;980;Grèce;Equilibré;Pas_assez_légumes Assez_protéines Assez_produits_laitiers Assez_fruits Assez_féculents;Assez_protéines;0,118195375;Assez_fruits;0,099016837;Assez_produits_laitiers;0,058934518;Assez_féculents;0,029640698;Pas_assez_légumes;-0,011663814;;;;;;;;;;
8;156;Ukraine;PasEquilibré;Assez_protéines Assez_féculents Pas_assez_légumes Pas_assez_fruits Pas_assez_produits_laitiers;Assez_féculents;0,188830826;Pas_assez_fruits;-0,133747949;Assez_protéines;0,130549101;Pas_assez_légumes;-0,081498506;Pas_assez_produits_laitiers;-0,032634979;;;;;;;;;;
8;238;Italie;Equilibré;Trop_fruits Diversifié Assez_légumes Trop_protéines Pain_blanc Trop_féculents;Assez_légumes;0,161106985;Trop_fruits;-0,0992266;Pain_blanc;-0,084676765;Trop_féculents;0,048575787;Diversifié;0,044789822;Trop_protéines;-0,01142347;;;;;;;;
8;327;USA;PasEquilibré;Pas_assez_légumes Assez_féculents Produits_transformés Assez_protéines Assez_fruits Trop_sucré Pas_assez_produits_laitiers;Trop_sucré;-0,192016442;Produits_transformés;-0,190839853;Assez_protéines;0,155746003;Pas_assez_légumes;-0,086677736;Assez_fruits;0,061367918;Pas_assez_produits_laitiers;0,009795482;Assez_féculents;-0,001163782;;;;;;
8;421;France;Equilibré;Coloré Trop_protéines Diversifié Assez_légumes Assez_fruits Pas_assez_féculents Trop_produits_laitiers;Pas_assez_féculents;-0,207399133;Assez_fruits;0,114972131;Assez_légumes;0,084658935;Diversifié;0,067182606;Trop_produits_laitiers;-0,045502573;Coloré;0,03715907;Trop_protéines;-0,026082765;;;;;;
8;489;Corée;PresqueEquilibré;Trop_légumes Coloré Assez_protéines Pas_assez_fruits Assez_féculents;Assez_protéines;0,173612402;Coloré;0,078135704;Pas_assez_fruits;-0,072117211;Trop_légumes;-0,035719526;Assez_féculents;0,018724929;;;;;;;;;;
8;672;Finlande;PresqueEquilibré;Trop_légumes Coloré Assez_féculents Diversifié Pas_assez_fruits Pas_assez_protéines;Coloré;0,103113598;Pas_assez_protéines;-0,065374899;Trop_légumes;-0,058560079;Assez_féculents;0,058284379;Pas_assez_fruits;-0,049618576;Diversifié;0,002857183;;;;;;;;
8;756;Espagne;Equilibré;Coloré Pain_complet Riz_complet Assez_féculents Pas_assez_protéines Assez_légumes Pas_assez_fruits Diversifié;Assez_légumes;0,146446771;Assez_féculents;0,06489752;Pas_assez_protéines;0,049560382;Diversifié;0,039090137;Coloré;0,029755435;Pas_assez_fruits;0,010213363;Riz_complet;-0,008762108;Pain_complet;-0,002260367;;;;
8;980;Grèce;Equilibré;Coloré Assez_féculents Assez_légumes Assez_protéines Assez_produits_laitiers Assez_fruits Diversifié;Assez_protéines;0,087094107;Assez_fruits;0,071270586;Coloré;0,063610315;Assez_produits_laitiers;-0,04251162;Assez_féculents;0,02852815;Assez_légumes;0,012359161;Diversifié;0,012094922;;;;;;
9;156;Ukraine;PasEquilibré;Assez_féculents Assez_légumes Pas_assez_fruits Assez_protéines;Pas_assez_fruits;-0,190392308;Assez_légumes;0,128531329;Assez_protéines;0,065546315;Assez_féculents;0,059023999;;;;;;;;;;;;
9;238;Italie;PresqueEquilibré;Assez_fruits Assez_protéines Assez_légumes Trop_féculents;Assez_légumes;0,14805832;Assez_fruits;0,121958006;Assez_protéines;0,041869241;Trop_féculents;0,035343037;;;;;;;;;;;;
9;327;USA;PasEquilibré;Assez_protéines Pas_assez_légumes Assez_féculents Assez_fruits Trop_sucré;Trop_sucré;-0,137313823;Assez_fruits;0,133903007;Pas_assez_légumes;-0,102037876;Assez_féculents;-0,050340994;Assez_protéines;0,00591837;;;;;;;;;;
9;352;Brésil;PresqueEquilibré;Diversifié Pas_assez_légumes Assez_fruits Assez_féculents Assez_protéines;Assez_féculents;-0,12318196;Assez_fruits;0,085073681;Diversifié;0,06869309;Pas_assez_légumes;-0,046229674;Assez_protéines;0,043166978;;;;;;;;;;
9;421;France;PasEquilibré;Trop_protéines Assez_fruits Assez_légumes Pas_assez_féculents;Assez_légumes;0,133417819;Trop_protéines;-0,105477422;Assez_fruits;0,103634037;Pas_assez_féculents;-0,097836041;;;;;;;;;;;;
9;489;Corée;Equilibré ;Diversifié Assez_légumes Assez_protéines Assez_féculents Pas_assez_fruits;Assez_légumes;0,317759014;Assez_protéines;0,117847823;Assez_féculents;0,07775654;Diversifié;0,021087497;Pas_assez_fruits;0,004042811;;;;;;;;;;
9;672;Finlande;PresqueEquilibré;Assez_légumes Assez_féculents Pas_assez_protéines Pas_assez_fruits;Assez_légumes;0,199456616;Pas_assez_fruits;0,062163266;Assez_féculents;0,052476177;Pas_assez_protéines;0,012736122;;;;;;;;;;;;
9;756;Espagne;Equilibré;Diversifié Assez_fruits Assez_légumes Trop_féculents Pas_assez_protéines;Assez_légumes;0,188701986;Trop_féculents;0,159146664;Pas_assez_protéines;-0,069521521;Diversifié;0,027065977;Assez_fruits;-0,025391267;;;;;;;;;;
9;980;Grèce;Equilibré;Diversifié Assez_légumes Assez_fruits Assez_féculents Assez_protéines Assez_produits_laitiers;Assez_fruits;-0,09083988;Diversifié;0,083707657;Assez_légumes;0,061360822;Assez_produits_laitiers;0,060463718;Assez_féculents;0,046682805;Assez_protéines;-0,018854965;;;;;;;;
10;156;Ukraine;PresqueEquilibré;Monochrome Trop_féculents Pas_assez_légumes Trop_gras Assez_protéines Assez_fruits Pas_assez_fibres Vitamines;Assez_fruits;0,210621112;Trop_gras;-0,140528501;Assez_protéines;0,069597621;Pas_assez_légumes;-0,049368503;Pas_assez_fibres;-0,016624485;Vitamines;0,015924133;Monochrome;-0,001880251;Trop_féculents;0,001718951;;;;
10;238;Italie;Equilibré;Diversifié Assez_fruits Assez_légumes Assez_féculents Assez_protéines Légumes_crus;Assez_légumes;0,256645332;Assez_protéines;0,127413036;Assez_féculents;0,0468333;Diversifié;0,018145053;Légumes_crus;-0,012837427;Assez_fruits;-0,002341002;;;;;;;;
10;327;USA;PasEquilibré;Pas_assez_légumes Trop_sucré Produits_transformés Assez_fruits Trop_gras Pas_assez_fibres Mauvais_féculents Trop_féculents Assez_protéines Mauvaises_protéines;Produits_transformés;-0,188587352;Trop_sucré;-0,110212293;Assez_fruits;0,102662079;Assez_protéines;0,084689812;Mauvaises_protéines;-0,064362833;Pas_assez_légumes;-0,055421699;Trop_gras;-0,032314774;Trop_féculents;0,031219429;Pas_assez_fibres;-0,010474269;Mauvais_féculents;-0,005063047
10;352;Brésil;PresqueEquilibré;Trop_féculents Assez_protéines Pas_assez_légumes Pas_assez_fruits;Assez_protéines;0,136944532;Pas_assez_fruits;-0,134795831;Pas_assez_légumes;-0,127143688;Trop_féculents;0,032173266;;;;;;;;;;;;
10;421;France;PresqueEquilibré;Assez_fruits Assez_légumes Diversifié Assez_protéines Viande_rouge Trop_gras Pas_assez_féculents Trop_produits_laitiers;Pas_assez_féculents;-0,209947864;Assez_légumes;0,090216787;Assez_protéines;0,084721684;Assez_fruits;0,083402342;Diversifié;0,063459591;Viande_rouge;-0,042972916;Trop_gras;-0,01441602;Trop_produits_laitiers;-0,005375332;;;;
10;489;Corée;PresqueEquilibré;Assez_légumes Assez_fruits Assez_protéines Assez_féculents;Assez_légumes;0,119937355;Assez_protéines;0,09738221;Assez_féculents;0,092129671;Assez_fruits;-0,066033883;;;;;;;;;;;;
10;672;Finlande;PresqueEquilibré;Assez_féculents Assez_fruits Assez_légumes Diversifié Pas_assez_protéines;Diversifié;0,132276085;Assez_légumes;0,105411463;Pas_assez_protéines;-0,080440555;Assez_fruits;-0,034965046;Assez_féculents;-0,008450129;;;;;;;;;;
10;756;Espagne;Equilibré;Pas_assez_légumes Assez_protéines Trop_féculents Pas_assez_fruits Coloré;Pas_assez_légumes;-0,107386156;Assez_protéines;0,099456505;Pas_assez_fruits;-0,060076961;Coloré;0,016037088;Trop_féculents;0,015148724;;;;;;;;;;
10;980;Grèce;Equilibré;Pas_assez_légumes Assez_fruits Trop_féculents Assez_protéines Assez_produits_laitiers;Assez_fruits;0,240430992;Assez_protéines;0,092879225;Trop_féculents;0,08666103;Assez_produits_laitiers;0,085012255;Pas_assez_légumes;-0,031085607;;;;;;;;;;
11;156;Ukraine;PresqueEquilibré;Assez_légumes Assez_protéines Trop_féculents Produits_transformés Pas_assez_fruits;Produits_transformés;-0,252478421;Assez_légumes;0,251293926;Assez_protéines;0,139640378;Pas_assez_fruits;-0,051967431;Trop_féculents;0,030882073;;;;;;;;;;
11;238;Italie;Equilibré;Trop_féculents Assez_légumes Assez_fruits Assez_protéines Coloré;Assez_fruits;-0,17093179;Coloré;0,164122688;Trop_féculents;-0,132597658;Assez_protéines;-0,046037545;Assez_légumes;0,025947894;;;;;;;;;;
11;327;USA;PasEquilibré;Assez_fruits Assez_légumes Trop_protéines Assez_féculents Produits_transformés;Produits_transformés;-0,226107189;Assez_légumes;0,152764436;Assez_fruits;0,102054452;Trop_protéines;0,069831038;Assez_féculents;0,030322955;;;;;;;;;;
11;352;Brésil;PresqueEquilibré;Assez_légumes Trop_féculents Pas_assez_fruits Assez_protéines Coloré;Pas_assez_fruits;-0,213810954;Assez_légumes;0,158686889;Coloré;0,088432825;Trop_féculents;0,043311897;Assez_protéines;0,012311246;;;;;;;;;;
11;421;France;Equilibré;Assez_légumes Assez_fruits Trop_protéines Pas_assez_féculents Trop_produits_laitiers;Pas_assez_féculents;-0,164046627;Assez_légumes;0,118414333;Assez_fruits;0,09319657;Trop_produits_laitiers;-0,063295925;Trop_protéines;-0,019123175;;;;;;;;;;
11;489;Corée;Equilibré ;Assez_légumes Assez_féculents Pas_assez_protéines Pas_assez_fruits;Assez_légumes;0,176302274;Assez_féculents;-0,073836671;Pas_assez_protéines;-0,025134179;Pas_assez_fruits;-0,002200858;;;;;;;;;;;;
11;672;Finlande;PasEquilibré;Pas_assez_protéines Trop_légumes Pas_assez_fruits Pain_blanc Pas_assez_féculents Produits_transformés;Produits_transformés;-0,115318608;Pas_assez_fruits;-0,090975352;Pas_assez_féculents;-0,085755732;Trop_légumes;-0,036489734;Pas_assez_protéines;0,032245807;Pain_blanc;0,01079292;;;;;;;;
11;756;Espagne;PresqueEquilibré;Assez_légumes Trop_féculents Pas_assez_fruits Pas_assez_protéines;Assez_légumes;0,235590253;Pas_assez_fruits;-0,160723038;Pas_assez_protéines;0,032156762;Trop_féculents;0,015544143;;;;;;;;;;;;
11;980;Grèce;Equilibré;Pas_assez_légumes Assez_fruits Trop_féculents Assez_protéines Assez_produits_laitiers Coloré;Assez_fruits;0,186722837;Assez_protéines;0,110064922;Trop_féculents;0,098605728;Assez_produits_laitiers;0,08012074;Coloré;0,025681786;Pas_assez_légumes;-0,016303933;;;;;;;;
13;156;Ukraine;PresqueEquilibré;Assez_légumes Pas_assez_fruits Assez_protéines Assez_féculents Pas_assez_diversifié;Pas_assez_fruits;-0,316089865;Assez_légumes;0,120638173;Assez_protéines;0,074399719;Assez_féculents;0,029182103;Pas_assez_diversifié;-0,019897255;;;;;;;;;;
13;327;USA;Equilibré;Assez_légumes Assez_fruits Assez_protéines Assez_féculents Produits_transformés;Produits_transformés;-0,178287387;Assez_légumes;0,13825985;Assez_fruits;-0,099985201;Assez_protéines;0,052771126;Assez_féculents;0,013367892;;;;;;;;;;
13;489;Corée;Equilibré ;Trop_légumes Assez_protéines Assez_féculents Pas_assez_fruits Pas_assez_gras Trop_fibres;Assez_féculents;0,093781971;Pas_assez_fruits;-0,065494183;Trop_légumes;-0,059901404;Assez_protéines;0,03824243;Pas_assez_gras;-0,023377291;Trop_fibres;-0,005912224;;;;;;;;
