"id_item","id_tester","first_zone","last_zone"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","fd0537e8-3103-47f8-9998-44570bb8a45e","feculents/fruits","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","e433aa11-cdb7-4733-88a9-7067cf52299b","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","149c1889-4e83-4153-b763-54fb60e60d99","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","14229a71-f44e-4149-9f3c-aa7415691eae","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","a724528f-7fe6-4ad6-bba1-21cb02db2af5","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","4f147d0e-54ac-4b89-a269-aaa7819fb0ef","feculents/fruits","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","c464d108-c77f-41e7-bcbc-d5855c9a7968","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","b20e7a20-ca68-410c-8214-fbb92bfdfe17","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","131f7620-d15d-4560-86ab-564145745b9b","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","131ecf76-b806-4557-b2c0-183a418357ba","feculents/fruits","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","9560482a-f0a3-4f68-a311-03d22aedbd05","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","10e732f6-9a6a-474a-82e2-a4060fc8dffe","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","646465ef-0ad6-44cc-bd31-de24e1487943","feculents","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","9610f0dd-ff9f-4bd4-b311-459a04f965ca","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","df6523cd-3270-4298-8d6f-00aa8e9455e6","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","54c68134-2c2a-4f2e-974b-32310830af0e","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","055d198c-f8b0-47b7-9eb3-94fc57808f93","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","cea293cd-b0b1-40ea-8e71-756b3956e8ad","feculents","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","de86783a-ac86-419a-a230-dad6b421fba4","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","919c7921-7cef-4620-a2fe-766180ed2fbb","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","06026e76-f9a4-4fb9-877d-bcd33373cdab","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","27e050a3-45e8-4076-9c25-32be9040da4e","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","4995f6d3-50ed-427d-9cf2-4ea0b81a229c","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","398e712a-fae6-451d-83c9-a7e500227e62","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","65681129-f83c-4293-9ce3-9d1429367fd0","feculents","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","035a43cf-cf88-4675-85e7-11eeb0b3641c","feculents","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","feculents","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","bf743fbf-9be2-49a1-bf7e-0b53276e6529","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","cd0a0a46-7676-4bf0-ad03-2e83bd565fee","legumes","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","9577727a-fa45-4185-9778-4a56a41cf0f6","feculents/fruits","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","073891b7-a928-4ff0-83e3-56f4d1a6315e","legumes","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","cc933e0b-091f-4ef4-bfc8-11f2076d4396","feculents","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","4ed0a862-3163-449b-bb48-ca8b9ce3add0","legumes","feculents/fruits"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","473d2e90-02dd-483e-ad19-3966ec20050a","legumes","feculents"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","03964ff9-d24f-4a0a-a492-3a177e16eb11","feculents/fruits","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","e87291fb-8da5-4c7a-af30-4413737f2401","feculents/fruits","legumes"
"20f3c152-6ebf-49db-8e1a-00eebd99feb6","915ec45f-204b-411d-8ed7-7fdecb385e39","feculents/fruits","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","199d1269-1d8a-420a-a986-1f4f2ab4355f","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","fd0537e8-3103-47f8-9998-44570bb8a45e","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","e433aa11-cdb7-4733-88a9-7067cf52299b","feculents","fruits"
"213479f7-39af-4b83-b0e9-4ba473d27429","149c1889-4e83-4153-b763-54fb60e60d99","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","14229a71-f44e-4149-9f3c-aa7415691eae","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","a724528f-7fe6-4ad6-bba1-21cb02db2af5","feculents/proteines","feculents"
"213479f7-39af-4b83-b0e9-4ba473d27429","4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","feculents/proteines","feculents"
"213479f7-39af-4b83-b0e9-4ba473d27429","4f147d0e-54ac-4b89-a269-aaa7819fb0ef","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","c464d108-c77f-41e7-bcbc-d5855c9a7968","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","b20e7a20-ca68-410c-8214-fbb92bfdfe17","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","131f7620-d15d-4560-86ab-564145745b9b","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","131ecf76-b806-4557-b2c0-183a418357ba","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","9560482a-f0a3-4f68-a311-03d22aedbd05","legumes","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","10e732f6-9a6a-474a-82e2-a4060fc8dffe","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","646465ef-0ad6-44cc-bd31-de24e1487943","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","9610f0dd-ff9f-4bd4-b311-459a04f965ca","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","df6523cd-3270-4298-8d6f-00aa8e9455e6","legumes","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","54c68134-2c2a-4f2e-974b-32310830af0e","feculents","feculents"
"213479f7-39af-4b83-b0e9-4ba473d27429","055d198c-f8b0-47b7-9eb3-94fc57808f93","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","cea293cd-b0b1-40ea-8e71-756b3956e8ad","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","de86783a-ac86-419a-a230-dad6b421fba4","feculents/proteines","fruits"
"213479f7-39af-4b83-b0e9-4ba473d27429","919c7921-7cef-4620-a2fe-766180ed2fbb","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","feculents","fruits"
"213479f7-39af-4b83-b0e9-4ba473d27429","06026e76-f9a4-4fb9-877d-bcd33373cdab","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","27e050a3-45e8-4076-9c25-32be9040da4e","legumes","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","4995f6d3-50ed-427d-9cf2-4ea0b81a229c","feculents/proteines","feculents"
"213479f7-39af-4b83-b0e9-4ba473d27429","398e712a-fae6-451d-83c9-a7e500227e62","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","65681129-f83c-4293-9ce3-9d1429367fd0","legumes","feculents"
"213479f7-39af-4b83-b0e9-4ba473d27429","035a43cf-cf88-4675-85e7-11eeb0b3641c","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","feculents/proteines","feculents"
"213479f7-39af-4b83-b0e9-4ba473d27429","bf743fbf-9be2-49a1-bf7e-0b53276e6529","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","cd0a0a46-7676-4bf0-ad03-2e83bd565fee","legumes","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","9577727a-fa45-4185-9778-4a56a41cf0f6","legumes","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","073891b7-a928-4ff0-83e3-56f4d1a6315e","feculents/proteines","legumes"
"213479f7-39af-4b83-b0e9-4ba473d27429","cc933e0b-091f-4ef4-bfc8-11f2076d4396","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","4ed0a862-3163-449b-bb48-ca8b9ce3add0","legumes","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","473d2e90-02dd-483e-ad19-3966ec20050a","feculents/proteines","fruits"
"213479f7-39af-4b83-b0e9-4ba473d27429","03964ff9-d24f-4a0a-a492-3a177e16eb11","feculents/proteines","feculents/proteines"
"213479f7-39af-4b83-b0e9-4ba473d27429","e87291fb-8da5-4c7a-af30-4413737f2401","feculents","fruits"
"213479f7-39af-4b83-b0e9-4ba473d27429","915ec45f-204b-411d-8ed7-7fdecb385e39","legumes","feculents"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","199d1269-1d8a-420a-a986-1f4f2ab4355f","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","fd0537e8-3103-47f8-9998-44570bb8a45e","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","e433aa11-cdb7-4733-88a9-7067cf52299b","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","149c1889-4e83-4153-b763-54fb60e60d99","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","14229a71-f44e-4149-9f3c-aa7415691eae","proteines/ fruits","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","a724528f-7fe6-4ad6-bba1-21cb02db2af5","proteines/ fruits","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","4f147d0e-54ac-4b89-a269-aaa7819fb0ef","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","c464d108-c77f-41e7-bcbc-d5855c9a7968","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","b20e7a20-ca68-410c-8214-fbb92bfdfe17","legumes","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","131f7620-d15d-4560-86ab-564145745b9b","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","131ecf76-b806-4557-b2c0-183a418357ba","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","9560482a-f0a3-4f68-a311-03d22aedbd05","legumes","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","10e732f6-9a6a-474a-82e2-a4060fc8dffe","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","646465ef-0ad6-44cc-bd31-de24e1487943","proteines/ fruits","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","9610f0dd-ff9f-4bd4-b311-459a04f965ca","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","df6523cd-3270-4298-8d6f-00aa8e9455e6","proteines","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","54c68134-2c2a-4f2e-974b-32310830af0e","legumes","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","055d198c-f8b0-47b7-9eb3-94fc57808f93","fruits","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","cea293cd-b0b1-40ea-8e71-756b3956e8ad","proteines","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","de86783a-ac86-419a-a230-dad6b421fba4","proteines/ fruits","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","919c7921-7cef-4620-a2fe-766180ed2fbb","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","06026e76-f9a4-4fb9-877d-bcd33373cdab","proteines","fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","27e050a3-45e8-4076-9c25-32be9040da4e","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","4995f6d3-50ed-427d-9cf2-4ea0b81a229c","legumes","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","398e712a-fae6-451d-83c9-a7e500227e62","proteines/ fruits","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","65681129-f83c-4293-9ce3-9d1429367fd0","legumes","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","035a43cf-cf88-4675-85e7-11eeb0b3641c","proteines/ fruits","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","bf743fbf-9be2-49a1-bf7e-0b53276e6529","proteines/ fruits","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","cd0a0a46-7676-4bf0-ad03-2e83bd565fee","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","9577727a-fa45-4185-9778-4a56a41cf0f6","legumes","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","073891b7-a928-4ff0-83e3-56f4d1a6315e","fruits","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","cc933e0b-091f-4ef4-bfc8-11f2076d4396","proteines/ fruits","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","4ed0a862-3163-449b-bb48-ca8b9ce3add0","legumes","legumes"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","473d2e90-02dd-483e-ad19-3966ec20050a","legumes","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","03964ff9-d24f-4a0a-a492-3a177e16eb11","proteines/ fruits","proteines/ fruits"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","e87291fb-8da5-4c7a-af30-4413737f2401","proteines/ fruits","proteines"
"7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","915ec45f-204b-411d-8ed7-7fdecb385e39","legumes","proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","199d1269-1d8a-420a-a986-1f4f2ab4355f","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","fd0537e8-3103-47f8-9998-44570bb8a45e","legumes","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","e433aa11-cdb7-4733-88a9-7067cf52299b","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","149c1889-4e83-4153-b763-54fb60e60d99","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","14229a71-f44e-4149-9f3c-aa7415691eae","feculents/proteines","proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","a724528f-7fe6-4ad6-bba1-21cb02db2af5","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","legumes","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","4f147d0e-54ac-4b89-a269-aaa7819fb0ef","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","c464d108-c77f-41e7-bcbc-d5855c9a7968","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","b20e7a20-ca68-410c-8214-fbb92bfdfe17","legumes","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","131f7620-d15d-4560-86ab-564145745b9b","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","131ecf76-b806-4557-b2c0-183a418357ba","legumes","proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","9560482a-f0a3-4f68-a311-03d22aedbd05","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","10e732f6-9a6a-474a-82e2-a4060fc8dffe","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","646465ef-0ad6-44cc-bd31-de24e1487943","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","9610f0dd-ff9f-4bd4-b311-459a04f965ca","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","df6523cd-3270-4298-8d6f-00aa8e9455e6","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","54c68134-2c2a-4f2e-974b-32310830af0e","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","055d198c-f8b0-47b7-9eb3-94fc57808f93","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","cea293cd-b0b1-40ea-8e71-756b3956e8ad","legumes","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","de86783a-ac86-419a-a230-dad6b421fba4","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","919c7921-7cef-4620-a2fe-766180ed2fbb","legumes","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","06026e76-f9a4-4fb9-877d-bcd33373cdab","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","27e050a3-45e8-4076-9c25-32be9040da4e","legumes","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","4995f6d3-50ed-427d-9cf2-4ea0b81a229c","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","398e712a-fae6-451d-83c9-a7e500227e62","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","65681129-f83c-4293-9ce3-9d1429367fd0","legumes","proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","035a43cf-cf88-4675-85e7-11eeb0b3641c","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","feculents/proteines","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","bf743fbf-9be2-49a1-bf7e-0b53276e6529","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","cd0a0a46-7676-4bf0-ad03-2e83bd565fee","legumes","legumes"
"cc2a8b56-732c-4e4c-a058-248783b68587","9577727a-fa45-4185-9778-4a56a41cf0f6","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","073891b7-a928-4ff0-83e3-56f4d1a6315e","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","cc933e0b-091f-4ef4-bfc8-11f2076d4396","proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","4ed0a862-3163-449b-bb48-ca8b9ce3add0","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","473d2e90-02dd-483e-ad19-3966ec20050a","feculents/proteines","proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","03964ff9-d24f-4a0a-a492-3a177e16eb11","feculents/proteines","feculents/proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","e87291fb-8da5-4c7a-af30-4413737f2401","legumes","proteines"
"cc2a8b56-732c-4e4c-a058-248783b68587","915ec45f-204b-411d-8ed7-7fdecb385e39","feculents/proteines","feculents/proteines"
"dd13fcba-0ae1-43d3-9d32-1672ed84f151","199d1269-1d8a-420a-a986-1f4f2ab4355f","proteines","feculents"
"dd13fcba-0ae1-43d3-9d32-1672ed84f151","fd0537e8-3103-47f8-9998-44570bb8a45e","proteines","fruits"
