"num1","num2","tester_id","item_id","pays","num_stimulus","diff","new_num1","id"
93923,94021,"bf743fbf-9be2-49a1-bf7e-0b53276e6529","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,492,93923,21
95112,95385,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,1364,95112,23
96339,96578,"9577727a-fa45-4185-9778-4a56a41cf0f6","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,1193,96339,22
97295,97474,"073891b7-a928-4ff0-83e3-56f4d1a6315e","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,896,97295,24
98064,98211,"cc933e0b-091f-4ef4-bfc8-11f2076d4396","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,737,98064,25
99488,99807,"4ed0a862-3163-449b-bb48-ca8b9ce3add0","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,1596,99488,26
100515,100692,"473d2e90-02dd-483e-ad19-3966ec20050a","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,885,100515,27
101246,101384,"03964ff9-d24f-4a0a-a492-3a177e16eb11","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,692,101246,28
101683,101758,"e87291fb-8da5-4c7a-af30-4413737f2401","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,374,101683,29
103224,103590,"915ec45f-204b-411d-8ed7-7fdecb385e39","20f3c152-6ebf-49db-8e1a-00eebd99feb6","Finland",672,1832,103224,35
104460,104677,"199d1269-1d8a-420a-a986-1f4f2ab4355f","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1087,104460,38
106347,106765,"fd0537e8-3103-47f8-9998-44570bb8a45e","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,2088,106347,39
108378,108520,"149c1889-4e83-4153-b763-54fb60e60d99","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,709,108378,41
109302,109498,"14229a71-f44e-4149-9f3c-aa7415691eae","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,978,109302,42
110859,111199,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1701,110859,43
111460,111525,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,326,111460,44
111799,111868,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,343,111799,46
112263,112362,"c464d108-c77f-41e7-bcbc-d5855c9a7968","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,494,112263,45
113246,113467,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1105,113246,47
114030,114171,"131f7620-d15d-4560-86ab-564145745b9b","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,704,114030,48
114523,114611,"131ecf76-b806-4557-b2c0-183a418357ba","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,440,114523,2
116307,116569,"10e732f6-9a6a-474a-82e2-a4060fc8dffe","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1308,116307,3
118250,118670,"646465ef-0ad6-44cc-bd31-de24e1487943","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,2101,118250,4
119433,119624,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,954,119433,6
120032,120134,"9610f0dd-ff9f-4bd4-b311-459a04f965ca","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,510,120032,5
121760,122166,"df6523cd-3270-4298-8d6f-00aa8e9455e6","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,2032,121760,7
122722,122861,"54c68134-2c2a-4f2e-974b-32310830af0e","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,695,122722,8
123436,123580,"055d198c-f8b0-47b7-9eb3-94fc57808f93","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,719,123436,9
124506,124738,"cea293cd-b0b1-40ea-8e71-756b3956e8ad","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1158,124506,10
125215,125334,"de86783a-ac86-419a-a230-dad6b421fba4","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,596,125215,11
126751,126869,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,592,126751,14
128051,128346,"06026e76-f9a4-4fb9-877d-bcd33373cdab","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1477,128051,13
129054,129231,"27e050a3-45e8-4076-9c25-32be9040da4e","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,885,129054,16
130112,130332,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1101,130112,15
130796,130912,"398e712a-fae6-451d-83c9-a7e500227e62","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,580,130796,17
131339,131446,"65681129-f83c-4293-9ce3-9d1429367fd0","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,534,131339,19
132496,132758,"035a43cf-cf88-4675-85e7-11eeb0b3641c","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1312,132496,18
133424,133590,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,832,133424,20
134070,134190,"bf743fbf-9be2-49a1-bf7e-0b53276e6529","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,600,134070,21
134767,134911,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,721,134767,23
135420,135547,"9577727a-fa45-4185-9778-4a56a41cf0f6","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,636,135420,22
136023,136142,"073891b7-a928-4ff0-83e3-56f4d1a6315e","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,595,136023,24
136988,137200,"cc933e0b-091f-4ef4-bfc8-11f2076d4396","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1058,136988,25
137749,137886,"4ed0a862-3163-449b-bb48-ca8b9ce3add0","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,686,137749,26
138372,138494,"473d2e90-02dd-483e-ad19-3966ec20050a","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,608,138372,27
138863,138955,"03964ff9-d24f-4a0a-a492-3a177e16eb11","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,461,138863,28
139165,139218,"e87291fb-8da5-4c7a-af30-4413737f2401","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,263,139165,29
140813,141212,"915ec45f-204b-411d-8ed7-7fdecb385e39","213479f7-39af-4b83-b0e9-4ba473d27429","Spain",756,1994,140813,35
141691,141811,"199d1269-1d8a-420a-a986-1f4f2ab4355f","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,599,141691,38
142311,142436,"fd0537e8-3103-47f8-9998-44570bb8a45e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,625,142311,39
143382,143618,"e433aa11-cdb7-4733-88a9-7067cf52299b","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1182,143382,40
144629,144882,"149c1889-4e83-4153-b763-54fb60e60d99","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1264,144629,41
145716,145925,"14229a71-f44e-4149-9f3c-aa7415691eae","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1043,145716,42
147047,147327,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1402,147047,43
147584,147648,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,321,147584,44
148169,148299,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,651,148169,46
149144,149355,"c464d108-c77f-41e7-bcbc-d5855c9a7968","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1056,149144,45
149608,149671,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,316,149608,47
150082,150185,"131f7620-d15d-4560-86ab-564145745b9b","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,514,150082,48
150743,150883,"131ecf76-b806-4557-b2c0-183a418357ba","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,698,150743,2
152336,152557,"10e732f6-9a6a-474a-82e2-a4060fc8dffe","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1103,152336,3
154217,154632,"646465ef-0ad6-44cc-bd31-de24e1487943","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,2075,154217,4
155491,155706,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1074,155491,6
156144,156254,"9610f0dd-ff9f-4bd4-b311-459a04f965ca","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,548,156144,5
156896,157057,"df6523cd-3270-4298-8d6f-00aa8e9455e6","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,803,156896,7
157338,157408,"54c68134-2c2a-4f2e-974b-32310830af0e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,351,157338,8
158417,158669,"055d198c-f8b0-47b7-9eb3-94fc57808f93","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1261,158417,9
159015,159102,"cea293cd-b0b1-40ea-8e71-756b3956e8ad","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,433,159015,10
159886,160082,"de86783a-ac86-419a-a230-dad6b421fba4","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,980,159886,11
161409,161505,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,480,161409,14
163083,163204,"27e050a3-45e8-4076-9c25-32be9040da4e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,605,163083,16
164655,165018,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1814,164655,15
165270,165333,"398e712a-fae6-451d-83c9-a7e500227e62","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,315,165270,17
166581,166893,"65681129-f83c-4293-9ce3-9d1429367fd0","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1560,166581,19
167235,167321,"035a43cf-cf88-4675-85e7-11eeb0b3641c","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,428,167235,18
168178,168392,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1071,168178,20
169012,169167,"bf743fbf-9be2-49a1-bf7e-0b53276e6529","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,775,169012,21
169738,169881,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,714,169738,23
170495,170649,"9577727a-fa45-4185-9778-4a56a41cf0f6","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,768,170495,22
171231,171376,"073891b7-a928-4ff0-83e3-56f4d1a6315e","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,727,171231,24
172268,172491,"cc933e0b-091f-4ef4-bfc8-11f2076d4396","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1115,172268,25
173189,173363,"4ed0a862-3163-449b-bb48-ca8b9ce3add0","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,872,173189,26
173718,173807,"473d2e90-02dd-483e-ad19-3966ec20050a","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,444,173718,27
174353,174490,"03964ff9-d24f-4a0a-a492-3a177e16eb11","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,683,174353,28
174814,174895,"e87291fb-8da5-4c7a-af30-4413737f2401","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,405,174814,29
176187,176510,"915ec45f-204b-411d-8ed7-7fdecb385e39","7bdf6ed6-acf9-4a7b-84fe-7e4f96f9582a","France",421,1615,176187,35
178137,178544,"199d1269-1d8a-420a-a986-1f4f2ab4355f","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2034,178137,38
179791,180103,"fd0537e8-3103-47f8-9998-44570bb8a45e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1559,179791,39
181329,181635,"e433aa11-cdb7-4733-88a9-7067cf52299b","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1532,181329,40
182471,182680,"149c1889-4e83-4153-b763-54fb60e60d99","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1045,182471,41
183615,183849,"14229a71-f44e-4149-9f3c-aa7415691eae","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1169,183615,42
185519,185937,"a724528f-7fe6-4ad6-bba1-21cb02db2af5","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2088,185519,43
186223,186295,"4f5ae77c-6112-401a-93d1-3bf44bd1ccbe","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,358,186223,44
186943,187105,"4f147d0e-54ac-4b89-a269-aaa7819fb0ef","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,810,186943,46
188629,189010,"c464d108-c77f-41e7-bcbc-d5855c9a7968","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1905,188629,45
189484,189602,"b20e7a20-ca68-410c-8214-fbb92bfdfe17","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,592,189484,47
190435,190643,"131f7620-d15d-4560-86ab-564145745b9b","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1041,190435,48
190955,191033,"131ecf76-b806-4557-b2c0-183a418357ba","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,390,190955,2
192228,192405,"10e732f6-9a6a-474a-82e2-a4060fc8dffe","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,884,192228,3
194060,194474,"646465ef-0ad6-44cc-bd31-de24e1487943","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2069,194060,4
195179,195355,"aa2c1d96-ec88-4bcb-8d0e-e2b0c7632af1","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,881,195179,6
195975,196130,"9610f0dd-ff9f-4bd4-b311-459a04f965ca","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,775,195975,5
197126,197375,"df6523cd-3270-4298-8d6f-00aa8e9455e6","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1245,197126,7
199009,199417,"54c68134-2c2a-4f2e-974b-32310830af0e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2042,199009,8
199964,200101,"055d198c-f8b0-47b7-9eb3-94fc57808f93","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,684,199964,9
200751,200913,"cea293cd-b0b1-40ea-8e71-756b3956e8ad","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,812,200751,10
201514,201664,"de86783a-ac86-419a-a230-dad6b421fba4","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,751,201514,11
203009,203051,"9f8068fd-f5cc-4e1a-946a-c9beb8b4d05a","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,212,203009,14
203641,203789,"06026e76-f9a4-4fb9-877d-bcd33373cdab","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,738,203641,13
204090,204165,"27e050a3-45e8-4076-9c25-32be9040da4e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,376,204090,16
205216,205479,"4995f6d3-50ed-427d-9cf2-4ea0b81a229c","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1314,205216,15
205785,205862,"398e712a-fae6-451d-83c9-a7e500227e62","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,383,205785,17
207196,207529,"65681129-f83c-4293-9ce3-9d1429367fd0","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1667,207196,19
209164,209573,"035a43cf-cf88-4675-85e7-11eeb0b3641c","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,2044,209164,18
210040,210157,"aaf1dbcb-3748-4740-a2e0-58e7c1cb9f78","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,584,210040,20
210651,210774,"bf743fbf-9be2-49a1-bf7e-0b53276e6529","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,617,210651,21
211356,211501,"cd0a0a46-7676-4bf0-ad03-2e83bd565fee","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,727,211356,23
212083,212228,"9577727a-fa45-4185-9778-4a56a41cf0f6","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,727,212083,22
213000,213193,"073891b7-a928-4ff0-83e3-56f4d1a6315e","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,965,213000,24
214531,214865,"cc933e0b-091f-4ef4-bfc8-11f2076d4396","cc2a8b56-732c-4e4c-a058-248783b68587","South Korea",489,1672,214531,25
